customer_id,credit_score,credit_history_length,number_of_accounts,total_credit_limit,credit_utilization,payment_history,public_records
CUST_011447,850,8,4,69687,0.005,0.958,0
CUST_011448,726,0,1,4271,0.671,0.876,0
CUST_011449,582,0,0,781,0.406,0.603,0
CUST_011450,814,6,5,38394,0.219,0.984,0
CUST_011451,602,1,2,6110,0.675,0.808,0
CUST_011452,766,0,7,780,0.104,0.974,0
CUST_011453,850,3,3,44069,0.049,0.995,0
CUST_011454,823,11,2,4429,0.145,0.998,0
CUST_011455,777,9,8,32601,0.13,0.977,0
CUST_011456,850,4,6,6337,0.245,0.979,0
CUST_011457,825,25,6,2929,0.161,0.973,0
CUST_011458,649,0,5,16104,0.597,0.644,0
CUST_011459,751,11,4,24786,0.05,0.979,0
CUST_011460,748,5,8,50091,0.384,0.864,0
CUST_011461,828,5,7,51967,0.565,0.968,0
CUST_011462,791,23,2,60683,0.325,0.987,0
CUST_011463,782,26,6,500,0.103,0.961,0
CUST_011464,785,0,2,8227,0.3,0.952,0
CUST_011465,835,13,7,18545,0.106,0.973,0
CUST_011466,653,2,4,2429,0.43,0.908,0
CUST_011467,850,2,7,36251,0.386,0.954,0
CUST_011468,552,29,1,3391,0.77,0.78,1
CUST_011469,756,21,6,14152,0.031,0.982,0
CUST_011470,615,0,3,9132,0.344,0.808,0
CUST_011471,690,0,1,1425,0.778,0.862,0
CUST_011472,670,0,2,2657,0.554,0.935,0
CUST_011473,702,0,4,1121,0.154,0.885,0
CUST_011474,632,7,1,15703,0.354,0.833,0
CUST_011475,754,13,5,21984,0.52,0.975,0
CUST_011476,744,5,2,45293,0.332,0.881,0
CUST_011477,658,0,2,4628,0.57,0.865,0
CUST_011478,850,6,5,55154,0.236,0.967,0
CUST_011479,850,21,7,4137,0.016,0.975,0
CUST_011480,633,0,1,2044,0.453,0.795,0
CUST_011481,752,0,2,13561,0.196,0.97,0
CUST_011482,702,2,6,15236,0.34,0.866,0
CUST_011483,850,1,5,57330,0.127,0.976,0
CUST_011484,575,11,2,10351,0.681,0.694,0
CUST_011485,843,8,2,41269,0.184,0.982,0
CUST_011486,747,11,4,17135,0.521,0.932,0
CUST_011487,756,7,4,27423,0.179,0.96,0
CUST_011488,643,2,1,4624,0.818,0.784,0
CUST_011489,601,3,2,9948,0.779,0.632,0
CUST_011490,548,12,1,30509,0.781,0.751,0
CUST_011491,791,6,3,17065,0.159,0.973,0
CUST_011492,719,2,4,17065,0.142,0.883,0
CUST_011493,785,0,2,3775,0.099,0.966,0
CUST_011494,850,41,2,115487,0.07,0.989,0
CUST_011495,712,4,5,2334,0.224,0.884,0
CUST_011496,842,9,8,9599,0.013,0.952,0
CUST_011497,684,0,5,3058,0.431,0.92,0
CUST_011498,850,0,10,115323,0.133,0.962,0
CUST_011499,766,4,4,1981,0.035,0.983,0
CUST_011500,850,2,5,30023,0.009,1.0,0
CUST_011501,815,6,2,27739,0.12,0.987,0
CUST_011502,631,0,5,1670,0.819,0.652,0
CUST_011503,801,23,6,105170,0.333,0.987,0
CUST_011504,790,12,5,11404,0.083,0.998,0
CUST_011505,821,18,3,45673,0.127,0.951,0
CUST_011506,745,9,5,12339,0.407,0.883,0
CUST_011507,759,15,2,64138,0.04,0.999,0
CUST_011508,634,0,3,4809,0.583,0.719,0
CUST_011509,768,10,5,46700,0.314,0.963,0
CUST_011510,850,4,5,97264,0.258,0.972,0
CUST_011511,666,6,5,89398,0.251,0.899,0
CUST_011512,648,0,2,1805,0.478,0.744,0
CUST_011513,735,9,6,7572,0.295,0.874,0
CUST_011514,657,22,8,9251,0.108,0.861,0
CUST_011515,784,16,6,5163,0.019,0.965,0
CUST_011516,836,1,8,22577,0.327,0.995,0
CUST_011517,742,0,3,12245,0.199,0.937,0
CUST_011518,606,5,2,25440,0.595,0.629,0
CUST_011519,596,1,2,5918,0.33,0.821,0
CUST_011520,843,8,6,4962,0.046,0.979,0
CUST_011521,655,0,3,2112,0.32,0.922,0
CUST_011522,794,16,3,14004,0.223,0.965,0
CUST_011523,796,1,3,4233,0.039,0.972,0
CUST_011524,650,0,3,656,0.408,0.903,0
CUST_011525,646,0,7,5060,0.482,0.664,0
CUST_011526,603,0,2,1126,0.379,0.811,0
CUST_011527,674,21,2,8466,0.546,0.856,0
CUST_011528,664,11,0,11174,0.188,0.853,0
CUST_011529,688,7,3,17850,0.207,0.87,0
CUST_011530,641,0,2,6306,0.771,0.615,0
CUST_011531,812,17,6,75225,0.299,0.971,0
CUST_011532,847,6,6,8103,0.369,1.0,0
CUST_011533,827,13,5,48283,0.014,0.981,0
CUST_011534,716,19,2,10614,0.833,0.882,0
CUST_011535,643,20,3,24206,0.349,0.711,0
CUST_011536,822,7,5,43980,0.23,0.968,0
CUST_011537,704,1,3,3410,0.489,0.871,0
CUST_011538,850,4,2,6102,0.083,0.984,0
CUST_011539,831,2,7,35001,0.108,0.987,0
CUST_011540,850,4,4,8175,0.054,0.966,0
CUST_011541,738,7,4,39941,0.211,0.926,0
CUST_011542,666,14,2,7846,0.466,0.948,0
CUST_011543,817,4,8,17438,0.353,0.994,0
CUST_011544,644,0,4,4803,0.911,0.8,0
CUST_011545,832,11,2,63432,0.35,0.998,0
CUST_011546,707,0,1,5692,0.311,0.862,0
CUST_011547,794,0,2,2524,0.132,0.973,0
CUST_011548,850,5,6,33330,0.189,0.964,0
CUST_011549,797,2,8,3664,0.266,0.96,0
CUST_011550,591,0,2,8274,0.826,0.74,1
CUST_011551,747,0,1,4579,0.716,0.894,0
CUST_011552,791,5,4,12436,0.041,0.971,0
CUST_011553,760,1,3,28690,0.068,0.976,0
CUST_011554,594,24,2,5032,0.745,0.64,0
CUST_011555,593,0,1,1269,0.215,0.619,0
CUST_011556,759,5,3,7443,0.639,0.981,0
CUST_011557,798,11,6,37963,0.02,0.975,0
CUST_011558,744,6,8,21146,0.058,0.905,0
CUST_011559,693,0,4,3431,0.361,0.942,0
CUST_011560,850,1,7,130219,0.09,0.982,0
CUST_011561,682,0,4,8275,0.416,0.922,0
CUST_011562,720,0,6,1286,0.594,0.861,0
CUST_011563,414,0,2,745,0.885,0.811,0
CUST_011564,608,0,3,7514,0.385,0.625,0
CUST_011565,807,1,6,24813,0.256,0.991,0
CUST_011566,809,0,2,9881,0.186,0.999,0
CUST_011567,659,3,2,2017,0.779,0.858,0
CUST_011568,773,0,6,22270,0.071,0.982,0
CUST_011569,667,13,4,24918,0.261,0.879,0
CUST_011570,802,1,2,36847,0.065,0.981,0
CUST_011571,720,14,6,4301,0.408,0.906,0
CUST_011572,733,8,0,6922,0.085,0.89,0
CUST_011573,532,0,2,10710,0.778,0.659,0
CUST_011574,650,5,4,7110,0.731,0.864,0
CUST_011575,826,28,6,27797,0.095,0.988,0
CUST_011576,804,11,6,24199,0.545,0.951,0
CUST_011577,807,3,5,4944,0.159,1.0,0
CUST_011578,628,10,5,5442,0.921,0.667,0
CUST_011579,555,0,0,6718,0.536,0.676,0
CUST_011580,850,50,10,69497,0.007,0.989,0
CUST_011581,850,1,6,59516,0.291,0.976,0
CUST_011582,704,10,4,6532,0.329,0.877,0
CUST_011583,694,10,2,2203,0.359,0.868,0
CUST_011584,577,2,1,3129,0.684,0.678,0
CUST_011585,823,3,6,594,0.138,0.999,0
CUST_011586,649,20,1,26644,0.75,0.705,0
CUST_011587,629,0,6,7731,0.781,0.661,0
CUST_011588,759,4,6,103865,0.297,0.993,0
CUST_011589,813,8,5,16919,0.112,0.954,0
CUST_011590,778,2,4,10335,0.094,0.957,0
CUST_011591,623,1,4,13536,0.783,0.667,0
CUST_011592,647,0,4,4703,0.615,0.665,0
CUST_011593,712,4,4,32148,0.246,0.854,0
CUST_011594,850,3,6,43621,0.126,0.974,0
CUST_011595,850,6,4,29324,0.143,0.977,0
CUST_011596,729,11,4,33304,0.113,0.916,0
CUST_011597,774,1,2,26166,0.266,0.96,0
CUST_011598,570,0,5,903,0.918,0.731,1
CUST_011599,762,0,1,12527,0.408,0.966,0
CUST_011600,850,18,4,111516,0.189,0.99,0
CUST_011601,827,23,7,5667,0.417,0.973,0
CUST_011602,850,36,5,18194,0.017,0.988,0
CUST_011603,764,6,5,30171,0.172,0.952,0
CUST_011604,850,15,2,36884,0.066,0.956,0
CUST_011605,625,0,4,6976,0.634,0.833,0
CUST_011606,850,24,1,14267,0.514,0.972,0
CUST_011607,796,0,8,4749,0.383,0.97,0
CUST_011608,731,3,1,35241,0.498,0.873,0
CUST_011609,657,4,7,39094,0.792,0.879,0
CUST_011610,808,7,3,14688,0.008,0.973,0
CUST_011611,832,7,4,9230,0.418,0.988,0
CUST_011612,637,19,4,10412,0.443,0.645,0
CUST_011613,850,21,4,21545,0.46,0.999,0
CUST_011614,703,12,2,7374,0.162,0.855,0
CUST_011615,834,52,6,29180,0.708,0.986,0
CUST_011616,762,0,5,7549,0.049,0.957,0
CUST_011617,850,2,4,13672,0.037,0.978,0
CUST_011618,755,45,5,19908,0.556,0.956,0
CUST_011619,764,8,3,24819,0.243,0.953,0
CUST_011620,608,37,7,11602,0.482,0.659,0
CUST_011621,674,0,2,7503,0.383,0.915,0
CUST_011622,610,0,3,500,0.79,0.849,0
CUST_011623,790,4,7,13855,0.32,0.999,0
CUST_011624,715,5,1,11909,0.438,0.949,0
CUST_011625,744,17,6,21624,0.437,0.91,0
CUST_011626,723,11,4,10862,0.684,0.869,0
CUST_011627,733,0,6,14175,0.181,0.9,0
CUST_011628,701,2,3,2389,0.115,0.896,0
CUST_011629,777,4,3,10022,0.568,0.995,0
CUST_011630,731,13,2,15290,0.839,0.885,0
CUST_011631,638,4,4,8545,0.742,0.715,0
CUST_011632,607,0,5,1196,0.325,0.723,0
CUST_011633,681,3,0,13469,0.46,0.874,0
CUST_011634,772,5,3,19588,0.047,0.973,0
CUST_011635,699,0,2,3751,0.035,0.893,0
CUST_011636,850,21,2,4752,0.121,0.974,0
CUST_011637,850,22,4,20118,0.273,0.986,0
CUST_011638,737,3,3,22265,0.102,0.869,0
CUST_011639,686,5,1,19406,0.547,0.912,0
CUST_011640,798,42,7,15368,0.35,0.971,0
CUST_011641,771,3,4,9155,0.246,0.999,0
CUST_011642,816,22,7,32717,0.253,0.991,0
CUST_011643,660,0,0,5412,0.118,0.934,0
CUST_011644,843,23,9,15906,0.153,0.971,0
CUST_011645,814,6,7,16017,0.287,0.967,0
CUST_011646,790,1,4,8603,0.008,0.983,0
CUST_011647,626,4,4,6485,0.803,0.637,0
CUST_011648,718,0,6,1939,0.586,0.868,0
CUST_011649,698,11,3,7453,0.525,0.906,0
CUST_011650,629,2,2,2701,0.843,0.609,0
CUST_011651,850,36,8,10334,0.206,0.955,0
CUST_011652,688,3,0,22854,0.195,0.922,0
CUST_011653,777,0,3,2372,0.082,0.983,0
CUST_011654,638,0,4,5167,0.64,0.658,0
CUST_011655,599,12,2,10069,0.709,0.737,0
CUST_011656,850,5,5,14736,0.175,0.985,0
CUST_011657,578,0,0,1559,0.785,0.776,0
CUST_011658,845,16,6,61253,0.098,0.984,0
CUST_011659,850,7,7,27970,0.029,0.968,0
CUST_011660,739,0,3,6191,0.524,0.937,0
CUST_011661,671,1,1,3598,0.235,0.941,0
CUST_011662,616,13,7,14813,0.701,0.834,0
CUST_011663,721,0,4,2341,0.117,0.908,0
CUST_011664,639,0,5,3443,0.667,0.754,0
CUST_011665,679,11,4,53195,0.107,0.906,0
CUST_011666,716,1,4,9870,0.791,0.927,0
CUST_011667,850,5,6,17012,0.053,0.993,0
CUST_011668,558,1,3,4426,0.356,0.832,0
CUST_011669,843,7,2,87119,0.18,0.997,0
CUST_011670,850,2,9,32179,0.404,0.962,0
CUST_011671,685,1,2,11483,0.791,0.904,0
CUST_011672,591,0,1,1104,0.868,0.831,0
CUST_011673,830,9,9,3941,0.009,0.989,0
CUST_011674,732,9,5,7674,0.557,0.874,0
CUST_011675,604,1,3,671,0.658,0.689,0
CUST_011676,606,10,3,40672,0.175,0.673,0
CUST_011677,684,0,5,4636,0.111,0.885,0
CUST_011678,718,12,4,19978,0.431,0.879,0
CUST_011679,831,0,8,5633,0.037,0.953,0
CUST_011680,726,0,4,27403,0.537,0.883,0
CUST_011681,643,0,2,3551,0.251,0.819,0
CUST_011682,660,7,1,1558,0.279,0.9,0
CUST_011683,694,5,2,6133,0.532,0.886,0
CUST_011684,687,0,2,1993,0.262,0.852,0
CUST_011685,765,28,4,4207,0.196,0.959,0
CUST_011686,799,0,5,2442,0.216,0.98,0
CUST_011687,822,0,1,20146,0.069,1.0,0
CUST_011688,850,14,7,14133,0.287,0.979,0
CUST_011689,796,10,2,52847,0.398,0.96,0
CUST_011690,796,13,4,26530,0.442,0.951,0
CUST_011691,850,39,4,10714,0.028,0.983,0
CUST_011692,795,17,5,10957,0.002,0.965,0
CUST_011693,740,0,3,2308,0.734,0.882,0
CUST_011694,815,6,7,70518,0.116,0.961,0
CUST_011695,847,8,5,44980,0.247,0.971,0
CUST_011696,717,11,6,30251,0.329,0.907,0
CUST_011697,709,0,7,6519,0.28,0.924,0
CUST_011698,796,25,2,8836,0.06,0.951,0
CUST_011699,748,2,7,4532,0.137,0.913,0
CUST_011700,788,20,3,73323,0.026,0.991,0
CUST_011701,600,2,2,15490,0.556,0.705,0
CUST_011702,773,28,6,2754,0.022,0.987,0
CUST_011703,801,25,9,5881,0.217,0.953,0
CUST_011704,699,6,4,3400,0.21,0.944,0
CUST_011705,725,0,4,23855,0.717,0.93,0
CUST_011706,788,0,3,15702,0.293,0.968,0
CUST_011707,634,8,2,22772,0.861,0.771,0
CUST_011708,850,10,5,11874,0.016,0.978,0
CUST_011709,829,10,6,20821,0.071,0.98,0
CUST_011710,623,6,1,7919,0.818,0.812,0
CUST_011711,850,47,4,6017,0.079,0.96,0
CUST_011712,689,12,1,3268,0.515,0.915,0
CUST_011713,628,0,3,13099,0.931,0.635,0
CUST_011714,647,0,6,5926,0.706,0.62,0
CUST_011715,729,2,4,8886,0.625,0.88,0
CUST_011716,795,11,3,8561,0.244,0.969,0
CUST_011717,843,7,7,33785,0.065,0.958,0
CUST_011718,769,6,2,6127,0.038,0.975,0
CUST_011719,634,7,2,16004,0.414,0.71,0
CUST_011720,850,14,6,7729,0.28,0.972,0
CUST_011721,761,7,1,6973,0.134,0.982,0
CUST_011722,798,0,4,1596,0.693,0.994,0
CUST_011723,709,5,4,9423,0.415,0.937,0
CUST_011724,767,3,2,3238,0.359,0.956,0
CUST_011725,689,7,4,45517,0.583,0.894,0
CUST_011726,850,16,1,37337,0.005,0.988,0
CUST_011727,845,22,7,11322,0.041,0.974,0
CUST_011728,610,25,1,7456,0.98,0.774,0
CUST_011729,691,2,3,9144,0.346,0.86,0
CUST_011730,802,32,2,19286,0.418,0.95,0
CUST_011731,717,0,2,1134,0.384,0.852,0
CUST_011732,628,4,4,14798,0.77,0.615,0
CUST_011733,798,0,5,14242,0.031,0.988,0
CUST_011734,603,0,1,500,0.81,0.681,0
CUST_011735,593,0,6,2075,0.817,0.829,0
CUST_011736,773,11,2,8368,0.029,0.991,0
CUST_011737,688,3,4,3821,0.168,0.853,0
CUST_011738,683,0,3,4424,0.228,0.943,0
CUST_011739,788,0,1,3006,0.272,0.977,0
CUST_011740,550,5,0,28734,0.75,0.753,0
CUST_011741,850,0,4,1112,0.101,0.999,0
CUST_011742,850,4,5,69012,0.321,0.987,0
CUST_011743,520,0,3,3058,0.647,0.763,0
CUST_011744,801,12,6,30526,0.217,0.951,0
CUST_011745,800,10,7,1700,0.046,0.956,0
CUST_011746,772,8,5,13512,0.222,0.967,0
CUST_011747,746,9,1,18724,0.431,0.936,0
CUST_011748,634,6,2,25880,0.681,0.707,0
CUST_011749,640,0,2,500,0.688,0.807,0
CUST_011750,795,9,6,2970,0.023,0.981,0
CUST_011751,746,30,5,5216,0.432,0.908,0
CUST_011752,733,4,4,7248,0.49,0.947,0
CUST_011753,545,3,0,10548,0.535,0.85,1
CUST_011754,649,0,3,2808,0.77,0.745,0
CUST_011755,829,0,5,8934,0.098,0.964,0
CUST_011756,642,0,4,2582,0.749,0.744,0
CUST_011757,700,4,4,26959,0.125,0.925,0
CUST_011758,583,0,4,500,0.238,0.827,0
CUST_011759,592,26,3,500,0.482,0.79,0
CUST_011760,699,0,0,1853,0.443,0.878,0
CUST_011761,761,13,5,11873,0.343,0.994,0
CUST_011762,688,0,1,7974,0.392,0.881,0
CUST_011763,650,2,4,3929,0.832,0.864,0
CUST_011764,760,0,3,934,0.066,0.987,0
CUST_011765,638,3,6,3983,0.595,0.779,0
CUST_011766,832,7,3,13465,0.032,0.954,0
CUST_011767,678,22,4,1069,0.26,0.94,0
CUST_011768,850,6,6,18365,0.256,0.995,0
CUST_011769,815,16,7,11561,0.029,0.961,0
CUST_011770,850,6,2,11799,0.275,0.998,0
CUST_011771,696,0,2,1394,0.34,0.873,0
CUST_011772,693,0,1,15200,0.402,0.866,0
CUST_011773,651,10,5,926,0.807,0.874,0
CUST_011774,643,0,4,1474,0.25,0.611,0
CUST_011775,701,0,5,28798,0.701,0.938,0
CUST_011776,850,8,7,16560,0.034,0.989,0
CUST_011777,647,58,4,2517,0.807,0.778,0
CUST_011778,850,35,2,8695,0.477,0.991,0
CUST_011779,745,0,6,2804,0.644,0.916,0
CUST_011780,679,2,6,4309,0.258,0.891,0
CUST_011781,662,8,4,4944,0.13,0.894,0
CUST_011782,771,28,5,11802,0.112,0.955,0
CUST_011783,850,2,5,36591,0.347,0.995,0
CUST_011784,699,0,3,6051,0.344,0.922,0
CUST_011785,850,22,2,9140,0.511,0.997,0
CUST_011786,659,4,5,3322,0.289,0.864,0
CUST_011787,780,0,9,906,0.079,0.98,0
CUST_011788,794,24,2,29455,0.344,0.961,0
CUST_011789,811,0,4,14962,0.121,0.985,0
CUST_011790,781,1,1,8530,0.164,0.993,0
CUST_011791,814,0,6,14991,0.229,0.979,0
CUST_011792,795,5,7,5708,0.39,0.954,0
CUST_011793,850,6,4,83356,0.275,0.992,0
CUST_011794,791,8,6,55005,0.046,0.968,0
CUST_011795,828,17,2,61360,0.109,0.989,0
CUST_011796,746,25,2,39139,0.658,0.94,0
CUST_011797,582,2,1,3345,0.659,0.815,0
CUST_011798,792,12,2,39211,0.144,0.984,0
CUST_011799,841,15,4,1349,0.094,0.951,0
CUST_011800,653,2,4,24349,0.473,0.9,0
CUST_011801,710,0,3,579,0.492,0.895,0
CUST_011802,850,7,6,16010,0.127,0.998,0
CUST_011803,756,11,5,6060,0.009,0.99,0
CUST_011804,762,7,6,16517,0.132,0.966,0
CUST_011805,798,27,3,29057,0.369,0.984,0
CUST_011806,850,35,3,23843,0.415,0.961,0
CUST_011807,758,0,8,6174,0.328,0.984,0
CUST_011808,850,11,6,40600,0.159,0.955,0
CUST_011809,827,0,9,12581,0.24,0.97,0
CUST_011810,782,16,0,25948,0.148,0.953,0
CUST_011811,807,6,8,2730,0.77,0.984,0
CUST_011812,756,0,3,1068,0.487,0.954,0
CUST_011813,850,16,5,1573,0.349,0.959,0
CUST_011814,789,22,9,53329,0.199,0.961,0
CUST_011815,748,15,4,13503,0.532,0.944,0
CUST_011816,697,0,2,5712,0.168,0.931,0
CUST_011817,657,0,1,14034,0.432,0.945,0
CUST_011818,843,38,3,22741,0.416,0.987,0
CUST_011819,701,0,4,2372,0.549,0.926,0
CUST_011820,655,0,1,1580,0.627,0.877,0
CUST_011821,791,6,8,183834,0.035,0.956,0
CUST_011822,730,3,3,4225,0.717,0.936,0
CUST_011823,605,0,4,637,0.507,0.662,0
CUST_011824,721,4,3,11481,0.23,0.867,0
CUST_011825,850,3,7,5350,0.509,0.991,0
CUST_011826,704,38,4,11162,0.367,0.908,0
CUST_011827,797,2,2,30319,0.011,0.955,0
CUST_011828,850,13,8,38389,0.206,0.995,0
CUST_011829,552,0,2,8200,0.467,0.752,0
CUST_011830,728,0,2,1124,0.1,0.859,0
CUST_011831,763,0,4,7399,0.021,0.97,0
CUST_011832,727,2,9,750,0.379,0.924,0
CUST_011833,689,0,4,790,0.904,0.892,0
CUST_011834,746,0,2,8510,0.532,0.908,0
CUST_011835,758,8,4,12252,0.051,0.986,0
CUST_011836,707,1,2,4980,0.174,0.881,0
CUST_011837,799,13,6,6116,0.141,0.958,0
CUST_011838,682,0,4,4556,0.498,0.858,0
CUST_011839,738,38,1,7770,0.567,0.869,0
CUST_011840,746,2,2,8349,0.059,0.93,0
CUST_011841,663,6,2,9172,0.355,0.911,0
CUST_011842,635,7,2,7585,0.887,0.844,0
CUST_011843,775,0,4,3204,0.084,0.989,0
CUST_011844,655,0,4,500,0.362,0.91,0
CUST_011845,778,1,5,20181,0.235,0.987,0
CUST_011846,580,11,1,530,0.697,0.84,0
CUST_011847,691,0,3,2612,0.497,0.923,0
CUST_011848,755,0,1,9684,0.01,0.986,0
CUST_011849,672,5,0,14547,0.063,0.879,0
CUST_011850,846,1,8,76543,0.024,0.988,0
CUST_011851,850,6,6,15784,0.51,0.961,0
CUST_011852,783,2,6,6005,0.127,0.98,0
CUST_011853,798,1,6,8066,0.201,0.976,0
CUST_011854,850,2,4,91669,0.165,0.98,0
CUST_011855,552,0,2,4059,0.752,0.655,0
CUST_011856,545,0,1,3186,0.702,0.635,0
CUST_011857,725,14,4,2858,0.403,0.936,0
CUST_011858,604,4,4,500,0.599,0.739,0
CUST_011859,738,0,9,4219,0.865,0.933,0
CUST_011860,811,4,9,8392,0.398,1.0,0
CUST_011861,795,17,0,40820,0.274,0.971,0
CUST_011862,657,0,0,9751,0.126,0.946,0
CUST_011863,665,10,2,29594,0.077,0.936,0
CUST_011864,850,0,3,6789,0.217,0.951,0
CUST_011865,741,4,3,39413,0.392,0.858,0
CUST_011866,590,0,1,2749,0.666,0.718,0
CUST_011867,850,14,5,51759,0.134,0.988,0
CUST_011868,850,24,7,32841,0.214,0.976,0
CUST_011869,648,3,4,14547,0.619,0.748,0
CUST_011870,713,0,4,1784,0.06,0.877,0
CUST_011871,743,0,3,3454,0.395,0.86,0
CUST_011872,760,6,2,32950,0.197,0.991,0
CUST_011873,698,0,1,1112,0.288,0.888,0
CUST_011874,540,0,2,3181,0.957,0.634,0
CUST_011875,724,0,3,969,0.612,0.864,0
CUST_011876,850,4,4,21745,0.166,0.991,0
CUST_011877,796,25,2,19534,0.229,0.95,0
CUST_011878,712,0,2,3379,0.309,0.908,0
CUST_011879,730,6,7,31132,0.251,0.921,0
CUST_011880,755,8,1,23318,0.019,0.955,0
CUST_011881,850,10,3,25293,0.076,0.991,0
CUST_011882,655,11,0,6884,0.58,0.897,0
CUST_011883,732,0,8,4146,0.197,0.941,0
CUST_011884,652,2,2,500,0.419,0.917,0
CUST_011885,850,4,4,107176,0.478,0.985,0
CUST_011886,613,3,1,5120,0.71,0.79,0
CUST_011887,830,0,7,11231,0.353,0.954,0
CUST_011888,704,0,3,500,0.489,0.91,0
CUST_011889,795,19,3,43823,0.008,0.988,0
CUST_011890,850,30,1,9838,0.078,0.989,0
CUST_011891,850,0,7,500,0.171,0.973,0
CUST_011892,781,3,1,25264,0.553,0.998,0
CUST_011893,530,0,4,1100,0.657,0.702,1
CUST_011894,844,9,3,92707,0.357,0.989,0
CUST_011895,729,7,4,29236,0.181,0.912,0
CUST_011896,827,0,2,25099,0.063,0.974,0
CUST_011897,805,18,13,20855,0.653,0.974,0
CUST_011898,716,0,7,5186,0.146,0.917,0
CUST_011899,722,1,6,19390,0.466,0.903,0
CUST_011900,655,0,1,7672,0.435,0.89,0
CUST_011901,499,2,0,772,0.393,0.638,0
CUST_011902,781,10,2,22700,0.298,0.991,0
CUST_011903,706,0,7,500,0.235,0.884,0
CUST_011904,850,6,6,777,0.103,0.992,0
CUST_011905,711,1,2,16916,0.198,0.903,0
CUST_011906,850,38,3,1834,0.064,0.992,0
CUST_011907,786,3,7,7919,0.479,0.984,0
CUST_011908,776,0,7,1075,0.329,0.966,0
CUST_011909,749,0,4,17202,0.668,0.948,0
CUST_011910,618,5,3,14460,0.572,0.686,0
CUST_011911,708,2,2,7679,0.127,0.916,0
CUST_011912,642,0,3,13681,0.525,0.775,0
CUST_011913,850,12,4,28632,0.168,0.998,0
CUST_011914,776,0,9,16908,0.156,0.998,0
CUST_011915,850,31,10,5407,0.024,0.993,0
CUST_011916,738,0,7,2964,0.07,0.924,0
CUST_011917,746,7,3,2800,0.444,0.884,0
CUST_011918,648,10,2,7149,0.739,0.823,0
CUST_011919,726,0,2,4162,0.551,0.928,0
CUST_011920,709,0,4,7066,0.373,0.895,0
CUST_011921,656,0,3,1645,0.259,0.886,0
CUST_011922,624,0,3,1519,0.652,0.818,0
CUST_011923,592,0,3,500,0.415,0.617,1
CUST_011924,707,10,2,19119,0.394,0.943,0
CUST_011925,598,0,5,500,0.69,0.831,0
CUST_011926,850,3,5,14019,0.412,0.972,0
CUST_011927,661,0,3,10273,0.139,0.871,0
CUST_011928,819,8,1,26198,0.197,0.99,0
CUST_011929,770,0,5,9918,0.015,0.966,0
CUST_011930,690,5,5,8844,0.472,0.915,0
CUST_011931,745,1,2,13192,0.7,0.865,0
CUST_011932,817,11,4,15438,0.003,0.989,0
CUST_011933,791,0,1,591,0.165,0.99,0
CUST_011934,850,3,3,15934,0.057,0.982,0
CUST_011935,845,5,3,52909,0.083,0.959,0
CUST_011936,817,8,4,953,0.216,0.954,0
CUST_011937,641,4,8,2024,0.378,0.746,0
CUST_011938,850,33,8,25899,0.016,0.964,0
CUST_011939,635,2,3,5934,0.485,0.737,0
CUST_011940,779,8,4,15079,0.12,0.966,0
CUST_011941,757,3,10,31843,0.529,0.974,0
CUST_011942,618,6,2,32226,0.936,0.794,0
CUST_011943,625,0,2,2968,0.597,0.756,0
CUST_011944,820,19,4,105485,0.15,0.997,0
CUST_011945,773,7,3,49826,0.301,0.95,0
CUST_011946,655,0,1,3246,0.57,0.878,0
CUST_011947,754,17,2,10593,0.403,0.997,0
CUST_011948,615,0,2,2528,0.913,0.741,0
CUST_011949,724,2,3,10745,0.518,0.913,0
CUST_011950,616,5,6,45037,0.404,0.757,0
CUST_011951,685,1,3,16240,0.39,0.937,0
CUST_011952,787,11,4,7169,0.146,0.977,0
CUST_011953,669,18,5,33215,0.686,0.888,0
CUST_011954,691,0,3,625,0.465,0.887,0
CUST_011955,847,1,5,19966,0.038,0.956,0
CUST_011956,644,0,2,1197,0.632,0.657,0
CUST_011957,850,4,8,33401,0.332,0.995,0
CUST_011958,730,1,6,35544,0.388,0.891,0
CUST_011959,820,4,11,42453,0.27,0.961,0
CUST_011960,850,12,5,19671,0.489,0.98,0
CUST_011961,666,0,2,3432,0.029,0.938,0
CUST_011962,850,1,6,10819,0.159,0.997,0
CUST_011963,642,7,4,16832,0.48,0.802,0
CUST_011964,579,0,1,2141,0.559,0.705,0
CUST_011965,641,8,4,18771,0.183,0.843,0
CUST_011966,568,0,1,6737,0.353,0.628,0
CUST_011967,747,4,3,29169,0.093,0.928,0
CUST_011968,806,19,6,17215,0.108,0.996,0
CUST_011969,538,0,4,2118,0.85,0.811,0
CUST_011970,850,3,4,21205,0.087,0.974,0
CUST_011971,695,0,2,1179,0.808,0.873,0
CUST_011972,719,0,1,7403,0.295,0.922,0
CUST_011973,786,23,7,8505,0.36,0.976,0
CUST_011974,850,18,7,158622,0.091,0.973,0
CUST_011975,814,0,4,4632,0.092,0.994,0
CUST_011976,756,19,4,5887,0.049,0.956,0
CUST_011977,689,4,2,10069,0.045,0.902,0
CUST_011978,686,0,3,2020,0.336,0.943,0
CUST_011979,729,0,5,6390,0.261,0.917,0
CUST_011980,638,0,4,1306,0.647,0.816,0
CUST_011981,850,4,3,9332,0.009,0.991,0
CUST_011982,697,10,2,5401,0.256,0.911,0
CUST_011983,731,8,5,4519,0.477,0.921,0
